Sample,SEED_function,Rate,Position,Total No. of Reads,Total reads hit SEED database,,
T1L10(18-21cmbsf),Metabolism of Aromatic Compounds,4.29%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Sulfur Metabolism,4.69%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Mitochondrial electron transport system in plants,0.90%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Aceton metabolism,0.07%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Stress Response,8.68%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.07%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Cell Division and Cell Cycle,3.05%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Metabolite damage and its repair or mitigation,8.79%,Bottom-axis,1000000,106302,,
T1L10(6-9cmbsf),Iron acquisition and metabolism,1.90%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Secondary Metabolism,1.13%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Protein Metabolism,24.48%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),"Phages, Prophages, Transposable elements",0.52%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Carbohydrates,60.74%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",61.89%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Thiamin,1.15%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Nitrogen Metabolism,2.42%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),"Virulence, Disease and Defense",2.94%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Potassium metabolism,1.96%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Phosphorus Metabolism,2.55%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Nucleosides and Nucleotides,9.34%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Transcriptional regulation,0.38%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Motility and Chemotaxis,3.28%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Miscellaneous,13.39%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Cell Wall and Capsule,11.56%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Virulence,7.10%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.28%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Dormancy and Sporulation,0.39%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Central metabolism,0.50%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),RNA Metabolism,16.66%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Predictions based on plant-prokaryote comparative analysis,1.86%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Respiration,9.55%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Nucleotide sugars,1.18%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Regulation and Cell signaling,3.85%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Unclassified,19.38%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Amino Acids and Derivatives,54.15%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),DNA Metabolism,10.77%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Membrane Transport,4.68%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Plant cell walls and outer surfaces,0.12%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Photosynthesis,0.12%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Plant Glucosinolates,0.64%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Autotrophy,0.06%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Metabolism of Aromatic Compounds,4.16%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Sulfur Metabolism,4.67%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Mitochondrial electron transport system in plants,0.86%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Stress Response,8.42%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.24%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Cell Division and Cell Cycle,2.87%,Bottom-axis,1000000,120596,,
T1L10(6-9cmbsf),Metabolite damage and its repair or mitigation,9.30%,Bottom-axis,1000000,120596,,
T1L6T1(0-2cmbsf),Iron acquisition and metabolism,1.67%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Secondary Metabolism,1.13%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Protein Metabolism,23.29%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),General Stress Response and Stationary Phase Response,0.02%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),"Phages, Prophages, Transposable elements",0.52%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Carbohydrates,60.57%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",61.11%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Thiamin,1.19%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Nitrogen Metabolism,2.17%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),"Virulence, Disease and Defense",2.56%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Potassium metabolism,1.97%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Cell Wall and Capsule,11.00%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Phosphorus Metabolism,2.34%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Nucleosides and Nucleotides,9.08%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Transcriptional regulation,0.32%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Photosynthesis,0.14%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Motility and Chemotaxis,2.98%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Miscellaneous,13.76%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Arabinose Sensor and transport module,0.00%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Virulence,6.97%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),"Fatty Acids, Lipids, and Isoprenoids",18.09%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Dormancy and Sporulation,0.36%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Central metabolism,0.52%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),RNA Metabolism,16.41%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Predictions based on plant-prokaryote comparative analysis,1.91%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Respiration,9.25%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Nucleotide sugars,1.12%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Polyamines,0.00%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Regulation and Cell signaling,4.26%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Unclassified,19.66%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Amino Acids and Derivatives,54.91%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),DNA Metabolism,9.90%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Membrane Transport,4.93%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Plant cell walls and outer surfaces,0.12%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Plant Glucosinolates,0.69%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Autotrophy,0.06%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Metabolism of Aromatic Compounds,4.66%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Sulfur Metabolism,4.55%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Mitochondrial electron transport system in plants,0.77%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Aceton metabolism,0.02%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Stress Response,8.47%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.08%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Cell Division and Cell Cycle,2.91%,Slope,1000000,134465,,
T1L6T1(0-2cmbsf),Metabolite damage and its repair or mitigation,9.74%,Slope,1000000,134465,,
T1L6T2(0-2cmbsf),Iron acquisition and metabolism,1.70%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Secondary Metabolism,1.23%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Protein Metabolism,23.20%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),General Stress Response and Stationary Phase Response,0.02%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),"Phages, Prophages, Transposable elements",0.49%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Carbohydrates,59.76%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.40%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Thiamin,1.11%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Nitrogen Metabolism,2.24%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),"Virulence, Disease and Defense",2.58%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Potassium metabolism,1.93%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Cell Wall and Capsule,11.56%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Phosphorus Metabolism,2.36%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Nucleosides and Nucleotides,9.18%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Transcriptional regulation,0.33%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Motility and Chemotaxis,3.01%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Miscellaneous,13.64%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Arabinose Sensor and transport module,0.00%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Virulence,7.32%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),"Fatty Acids, Lipids, and Isoprenoids",18.68%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Dormancy and Sporulation,0.36%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Central metabolism,0.52%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),RNA Metabolism,16.13%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Predictions based on plant-prokaryote comparative analysis,1.85%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Respiration,9.31%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Nucleotide sugars,1.19%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Polyamines,0.00%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Regulation and Cell signaling,4.38%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Unclassified,19.37%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Amino Acids and Derivatives,54.36%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),DNA Metabolism,10.04%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Membrane Transport,5.06%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Plant cell walls and outer surfaces,0.12%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Photosynthesis,0.17%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Plant Glucosinolates,0.64%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Autotrophy,0.06%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Metabolism of Aromatic Compounds,4.84%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Sulfur Metabolism,4.69%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Mitochondrial electron transport system in plants,0.76%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Aceton metabolism,0.02%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Stress Response,8.69%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.02%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Cell Division and Cell Cycle,2.94%,Slope,1000000,132275,,
T1L6T2(0-2cmbsf),Metabolite damage and its repair or mitigation,9.52%,Slope,1000000,132275,,
T3L11(0-3cmbsf),Iron acquisition and metabolism,1.67%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Secondary Metabolism,1.22%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Protein Metabolism,25.40%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),"Phages, Prophages, Transposable elements",0.54%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Carbohydrates,60.85%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",62.26%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Thiamin,1.14%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Nitrogen Metabolism,2.28%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),"Virulence, Disease and Defense",2.67%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Potassium metabolism,1.83%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Cell Wall and Capsule,11.53%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Phosphorus Metabolism,2.40%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Nucleosides and Nucleotides,9.41%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Transcriptional regulation,0.35%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Motility and Chemotaxis,2.59%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Miscellaneous,13.44%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Virulence,7.11%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.45%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Dormancy and Sporulation,0.36%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Central metabolism,0.53%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),RNA Metabolism,17.60%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Predictions based on plant-prokaryote comparative analysis,1.78%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Respiration,9.43%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Nucleotide sugars,1.26%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Polyamines,0.00%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Regulation and Cell signaling,3.45%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Unclassified,19.25%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Amino Acids and Derivatives,54.07%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),DNA Metabolism,10.79%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Membrane Transport,4.49%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Plant cell walls and outer surfaces,0.12%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Photosynthesis,0.13%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Plant Glucosinolates,0.68%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Autotrophy,0.06%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Metabolism of Aromatic Compounds,4.01%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Sulfur Metabolism,4.97%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Mitochondrial electron transport system in plants,0.79%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Stress Response,8.34%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.19%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Cell Division and Cell Cycle,3.02%,Bottom-axis,1000000,121294,,
T3L11(0-3cmbsf),Metabolite damage and its repair or mitigation,9.58%,Bottom-axis,1000000,121294,,
T3L11(12-15cmbsf),Iron acquisition and metabolism,1.79%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Secondary Metabolism,1.18%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Protein Metabolism,24.39%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),"Phages, Prophages, Transposable elements",0.54%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Carbohydrates,61.92%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.00%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Thiamin,1.11%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Nitrogen Metabolism,2.62%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),"Virulence, Disease and Defense",2.85%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Potassium metabolism,1.71%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Cell Wall and Capsule,11.66%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Phosphorus Metabolism,2.40%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Nucleosides and Nucleotides,9.71%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Transcriptional regulation,0.39%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Photosynthesis,0.15%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Motility and Chemotaxis,3.16%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Miscellaneous,13.16%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Virulence,7.55%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.78%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Dormancy and Sporulation,0.43%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Central metabolism,0.59%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),RNA Metabolism,16.04%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Predictions based on plant-prokaryote comparative analysis,1.78%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Respiration,10.67%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Nucleotide sugars,1.16%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Polyamines,0.00%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Regulation and Cell signaling,3.45%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Unclassified,19.42%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Amino Acids and Derivatives,56.10%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),DNA Metabolism,10.70%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Membrane Transport,4.67%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Plant cell walls and outer surfaces,0.11%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Plant Glucosinolates,0.61%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Autotrophy,0.05%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Metabolism of Aromatic Compounds,4.42%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Sulfur Metabolism,4.89%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Mitochondrial electron transport system in plants,0.96%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Aceton metabolism,0.03%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Stress Response,8.68%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.17%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Cell Division and Cell Cycle,2.88%,Bottom-axis,1000000,111138,,
T3L11(12-15cmbsf),Metabolite damage and its repair or mitigation,9.39%,Bottom-axis,1000000,111138,,
T3L11(18-21cmbsf),Iron acquisition and metabolism,2.13%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Secondary Metabolism,1.18%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Protein Metabolism,22.51%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),"Phages, Prophages, Transposable elements",0.62%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Carbohydrates,61.53%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",58.58%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Thiamin,1.15%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Nitrogen Metabolism,2.93%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),"Virulence, Disease and Defense",3.26%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Potassium metabolism,2.29%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Cell Wall and Capsule,12.28%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Phosphorus Metabolism,2.56%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Nucleosides and Nucleotides,9.51%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Transcriptional regulation,0.44%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Photosynthesis,0.12%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Motility and Chemotaxis,3.76%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Miscellaneous,13.00%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Virulence,8.12%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.19%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Dormancy and Sporulation,0.47%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Central metabolism,0.53%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),RNA Metabolism,15.07%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Predictions based on plant-prokaryote comparative analysis,1.67%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Respiration,12.05%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Nucleotide sugars,1.26%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Polyamines,0.00%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Regulation and Cell signaling,3.77%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Unclassified,19.11%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Amino Acids and Derivatives,53.38%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),DNA Metabolism,12.22%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Membrane Transport,4.66%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Plant cell walls and outer surfaces,0.12%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Plant Glucosinolates,0.47%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Autotrophy,0.06%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Metabolism of Aromatic Compounds,3.47%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Sulfur Metabolism,4.54%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Mitochondrial electron transport system in plants,0.84%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Stress Response,9.03%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.21%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Cell Division and Cell Cycle,2.98%,Bottom-axis,1000000,103553,,
T3L11(18-21cmbsf),Metabolite damage and its repair or mitigation,8.98%,Bottom-axis,1000000,103553,,
T3L11(6-9cmbsf),Iron acquisition and metabolism,1.77%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Secondary Metabolism,1.27%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Protein Metabolism,25.21%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),"Phages, Prophages, Transposable elements",0.56%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Carbohydrates,62.26%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",61.95%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Thiamin,1.08%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Nitrogen Metabolism,2.36%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),"Virulence, Disease and Defense",2.72%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Potassium metabolism,1.76%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Cell Wall and Capsule,11.25%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Phosphorus Metabolism,2.39%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Nucleosides and Nucleotides,9.70%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Transcriptional regulation,0.37%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,109502,,
T3L11(6-9cmbsf),Motility and Chemotaxis,2.56%,Bottom-axis,1000000,109502,,
